index,text,true_label,predicted_label,probability,confidence,error_type,review_length
10113,"Sammi Cheng & Andy Lau are coupled yet again in their 3rd film -- YESTERDAY ONCE MORE -- directed by HK's actioneer Johnnie To...fans of To's action films will be disappointed to find not a single gun was used in the filming...furthermore, fans of Cheng & Lau's previous films, NEEDING YOU & LOVE ON A DIET, will also be disappointed to find that YESTERDAY is no where near as funny or endearing...<br /><br />Mr. & Mrs. To (Lau & Cheng) are a divorced couple...both affluent HK citizens...both incredibly mischievous...both just happened to be professional thieves -- 'two birds of the same feather'....A couple years earlier, they divorced over an inability to find middle ground on splitting the loot...Now she's remarrying...to the son of a rich heiress -- a total momma's boy (Carl Ng) through & through...The soon-to-be mother-in-law (Jenny Woo) is suspicious of Mrs. To's past & thinks she's only marrying her son for the family jewels -- the heiress' priceless ruby necklace...<br /><br />The necklace is stolen...is it Mrs. To's materialistic eye that gets the best of her?... or is it her ex-husband, Mr. To's way of sabotaging the marriage to steal the jewels for himself?...<br /><br />This is not a movie about two pple falling in love or rekindling a love...its about two pple who have always been in love but have somehow been to foolish to realize it...they let pride & greed overwhelm them...<br /><br />Overall: YESTERDAY is one part caper/heist film & one part homage to classic Hollywood glamour from its golden years -- i.e. Cary Grant & Grace Kelly's TO CATCH A THIEF...Johnnie To is riding too heavily on Cheng/Lau's chemistry from their previous films...hoping Cheng/Lau's immense popularity & fan base will be enough justification for this third film....I think Sammi Cheng is one of the most likable/charming entertainers working t'day...& Lau is definitely the Tom Cruise of Asian cinema...<br /><br />I really enjoyed their first two films & consider the Cheng/Lau pairing comparable to those classic Hollywood couples of the 40's & 50's...but YESTERDAY falls very short of expectations...terrible writing, ridiculous situations, product placements galore, & all the subplots & supporting characters were unnecessary...come to think of it...this film was unnecessary...unless you just love celebrity watching...",0,1,0.9964284300804138,0.9928568601608276,FP,341
10118,"I think my summary says it all. This MTV-ish answer to the classic Candid Camera TV show features a Gen X (or is that Gen Y) type putting in false choppers and wearing various hats and wigs and glasses, and setting people up in fairly outlandish although often not very interesting situations. Example: Kennedy has a guy invite his parents to his ""wedding."" Kennedy is the bride, done up in a full bridal gown and long wig. The ""joke"" is that the parents immediately understand their son is marrying a man who claims to no longer have his ""bits and pieces."" Problem is, this schtick goes on way too long, obviously to fill out time. And Kennedy is about as funny as a dead cod lying in the sun. Candid Camera would have run three or four scenarios in the time it took Kennedy to get through this one, running around, constantly asking ""Do I look fat?"" I recognize the show was not made for me. It was made for 12-year-old pinheads who think JACKASS is the height of comedy today. So let them laugh. Thank God the show was short-lived.",0,1,0.9434003233909607,0.8868006467819214,FP,191
10124,"This is one of the most unoriginal, cliche-ridden movies I have ever seen. Even if you didn't like this film's antecedents, 'The Bad News Bears' and 'The Mighty Ducks,' they are bound to have done a better job than this one. From the moment the new teacher greets her class and they tell her, ""Don't bother with us, we're all losers,"" you can see everything that's coming twenty miles away for the rest of the film. <br /><br />All the usual suspects are here. Besides the spunky teacher, we have a group of what are supposed to be endearingly bratty kids (they're brats, yes, but no so endearing), a slow-witted small town sheriff that they love to torment, an arrogant head coach of the winning rival team, etc., ad nauseum. Only Olivia d'Abo as the new teacher displays any likabilty. I never cared much for Steve Guttenberg before and his performance as the sheriff doesn't change things. Jay O. Sanders is a capable actor but his character, the rival coach, leaves him nothing to work with. Let's hope that writer/director Holly Goldberg Sloan comes up with something better next time out.",0,1,0.5791704058647156,0.15834081172943115,FP,189
10138,"Hulk Hogan stars as a champion wrestler (A real acting stretch...) named Rip, who is forced to defend his honor, his title and his girlfriend from a greedy corporation that wanted him to sign for their network (Because wrestling sells!) however when Rip declines, the network gets a circuit fighting championship called (and i'm totally serious) ""Battle of the tough guys"" who's champion Zeus (Played by Tiny Lister Jr) maybe the deadliest man alive. Rip refuses to fight, until his brother is attacked and put in a hospital. No Holds Barred is pretty much what I expected from Vince McMahon production starring the least versatile actor in the action genre (Hogan) it is basically lots of unintentional humor, tons of awkward sequences, a couple okay action sequences and tons of stupidity. In other words it's not unlike wrestling itself, so I give it a fair rating mainly because anyone renting this knows what they're getting. The movie is cheap but well made enough for what it is and really wrestling fans will probably enjoy this. I myself found this to be ultimately hilarious. They're are moments of such absurdity that you only chuckle to yourself. (Such as the way Hogan jumps 20 feet in the air after being stuck in a limo, how he forces a guy to crap himself and of course the way Hogan recites from his cuecard. (I.E:""I'm not going to be around when this check clears!"") No Holds Barred is a lot of fun, true, though it's mainly because of how ridiculous it is. Fans of camp should really enjoy this clever clinker.<br /><br />* * out of 4-(Fair)",0,1,0.7952561974525452,0.5905123949050903,FP,269
10149,"... in search of the cheesiest ""so bad it's good"" movie, I've repeatedly laughed at the first fifteen minutes of various films, only to be left disappointed and bored at the end. Not this time!!! My eyes teared up, my belly and my cheeks ached from laughing so hard throughout the movie. Sure, Hulk Hogan is a subpar actor and the plot is utterly predictable, but everyone dives into this movie knowing all this - all anyone wants to see when renting this is Hogan breaking out a can of whoopass, with a bunch of ""YEAH BROTHER""s and ""WHATCHUGONNADO""s flying from his infamously goateed mouth. And while the Hulkster on the screen pales a bit in comparison to the Hulkster in the ring, seekers of the ultimate cheese will certainly not be disappointed by this backhand gem of a flick. A laugh riot.",0,1,0.5817137360572815,0.163427472114563,FP,141
10150,"This movie changed my life! Hogan's performance was nothing short of incredible, and I still haven't recovered from his exclusion from the 1990 Oscar nominations. And as brightly as the Hulkster shines in this movie, you can't discount the brilliant writing and direction that vaults this masterpiece in to the highest strata of achievement in film. If you haven't seen this movie, drop what your doing right now and get yourself a copy. I guarantee it will blow your mind. And if you don't like it, then I just have one question for you.... Watcha gonna do when the 24 inch pythons and Hulkamania runs wild on you!!!!",0,1,0.9936178922653198,0.9872357845306396,FP,106
10163,"This movie was a major bait and switch. I rented it because of Rebecca St. James, a popular Christian singer. I have met her and wondered what she would be doing in a UFO movie. Well.......<br /><br />I think that she starred in this movie to help out a friend, or a friend of a friend. My first clue that this movie wasn't what it was supposed to be was when I witnessed the special effects of the UFO encounters. Cheesy! As the movie progressed, I noticed how plastic the actors were. It was funny how almost everyone in the movie wore solid colors. (There are a few exceptions).<br /><br />Rebecca was verrryyy disappointing. She is always found in the house and doesn't show the realistic facial expressions of one whose husband has return to the fold. Doesn't she ever leave the house? <br /><br />I had to turn off the movie several times in order to finish it. I hope that Rebecca doesn't believe the message of this movie - believe in what we believe or suffer and go to hell. Jesus spread a message of love and hope. His message inspired others to change OUT OF LOVE, NOT FEAR.",0,1,0.5317829847335815,0.06356596946716309,FP,194
10188,"John Wayne is without a doubt one of the most popular and loved actors of all time. His career stretched over forty years, and within that time he starred in films such as ""Angel and the Badman"", ""The Green Berets"", ""Sands of Iwo Jima"", ""Rio Bravo"", ""North to Alaska"", and ""The Undefeated"".<br /><br />The film's listed above are hailed as some of his best, unlike this 1934 effort ""Randy Rides Alone"", which has been pretty much forgotten about as time's gone on, which is unsurprising, as it's nothing memorable apart from its very short running time of just 53 minutes.<br /><br />A young John Wayne plays Randy Bowers, who for reasons never really explained, arrives at a saloon in the middle of nowhere and finds that everyone inside has been killed. While looking around, a posse arrives and finds Randy there and they arrest him, accusing him of being a gang member and demand to know where the rest of his gang is. He is put in jail accused of the murders. Sally Rogers, whose uncle owned the saloon and was murdered, arrives at the jail to see Randy in order to clarify that he was one of the gang members ( She was hiding in a secret room when the shooting took place ). Sally doesn't believe that Randy is a killer, and doesn't recognise him, so while the sheriff is out, she slips him the keys and Randy escapes. While running away from the sheriff and his posse, Randy conveniently stumbles into the gang's hideout in a cave who were responsible for the murders. Randy sets out to clear his name, and also to bring the gang to justice.<br /><br />""Randy Rides Alone"" can be a fun film to watch, especially if you're a John Wayne fan. But at the same time it has far too many flaws that are impossible to ignore. The film is also extremely dated, as you would expect; we have the terrible camera shooting which makes everyone look like they are moving in super-fast motion, and the dialogue is terrible. The acting isn't great either, and Wayne's character is very wooden and he, along with the rest of the cast, look like wooden puppets who are being conducted by someone ( In this case it's by director Harry Fraser ). Harry Fraser is at the helm, and does a good enough job but the story is paper-thin. One can't help but feel that about ten minutes is missing from the start of the film as Randy just arrives out of nowhere at the saloon and is looking to meet someone. An explanation on why Randy was there is giving later on, which turns out to be something like he is a P.I who was sent to investigate the claims that someone is trying to take over the town. To be honest I didn't really pick it up, most of the time I was hoping for the movie to end.<br /><br />But that being said, I didn't find this film to be completely terrible. I enjoyed some of it and found it to be quite fun at times. But it really isn't a great film, and isn't really worth watching or tracking down.<br /><br />Overall, ""Randy Rides Alone"" is incredibly dated and is a tiresome Western with very few redeeming qualities. Can be fun but overall it isn't a great movie and is certainly one of Wayne's weaker outings.",0,1,0.8049473166465759,0.6098946332931519,FP,559
10197,"my friend and i rented this one a few nights ago. and, i must say, this is the single best movie i have ever seen. i mean, woah! ""dude, we better get some brew before this joint closes"" and ""dude, linda's not wearin' a bra again."" what poetry! woah! and it's such a wonderfuly original movie, too. i mean, you don't usually find a slasher film where every single murder is exactly the same. i mean, exactly! now that's originality. and almost all the transitions between scenes are these great close-ups of the psycho in the ER scrubs. how cool! the acting is so wonderful to. the dad was just brilliant. must have studied REAL DADS before filming. and how many movies do you find that just don't make any sense? not many. but this is one of those gems. i mean, how cool is it that one guy waited outside for like six hours to pull a prank, while his friends were both inside? that's really cool. overall i'd say this is the single greatest film of the genre, nay, in the world! *****",0,1,0.9856765270233154,0.9713530540466309,FP,184
10205,"In my opinion of this movie the entire video portion of this movie was absolute trash!!!! However the soundtrack that was used contained the music of a great heavy metal rock band, I recognized the music as being a band called Firstryke and the album was ""Just a Nightmare"" and it was very well written!! and I am curious to see what the rest of you movie buffs out there think of it, if can remember back that far I would appreciate the feed back, I collect old movie, and obscure movie sound tracks. It is a very time consuming hobby but is very rewarding. I have seen this bands music being sold in Germany on the net for around fifty dollars per album. Not to bad Hugh?",0,1,0.8847624659538269,0.7695249319076538,FP,128
10210,"this really is an ""okay"" series.. everyone in it is pretty good. but i just can't take Reba. she's trying to be funny but she just isn't and then she got a stupid accent!! if they took her out of the show i would love to see it every day..<br /><br />i have been watching the show in 10 min now and as i said before, Reba IS destroying the show. however the 20 year old guy (dont know his name) but he's soooo funny, and he's really saving it all..<br /><br />so here's the recipe to get a great show. kick Reba of it and then put the 20 year old guy into the lead role.<br /><br />i really hope someone out there agrees with me and thinks (like me) that they should kick Reba of the show and put someone else in the lead role",0,1,0.5674260854721069,0.13485217094421387,FP,138
10214,"My parents may enjoy this show, but I fail to find the humor in it. What is so funny about a dentist husband impregnating his hygienist assistant and the oldest daughter getting impregnated by the captain of the high school football team? Absolutely nothing! It's a shock to me sometimes what people think constitutes humor nowadays. Blame that on shows like ""The Dating Game"" and ""The Newlywed Game"" bringing the issue of sex to the forefront in the mid-1960s. Sure, the series has its touching moments, still that's no excuse for the content that otherwise went into this series. This is nothing like the family-oriented days of ""I Love Lucy"" some five decades before. <br /><br />An answer I would have to why this series plays on the Lifetime cable channel is because that channel's brass think women can relate to Reba's character! I absolutely dislike the character of Reba Hart's daughter, Kyra. She is best described as a ditsy and bitter teenager! Funny, I wonder if the actress who played Kyra; Scarlett Pomers, is like that in real life away from acting. Who plays the blockhead ex-husband dentist, Christopher Rich, is not much better. Barbara Jean, played by Melissa Peterman, is ditsy in herself! The characters of Van and Cheyenne are also very annoying.<br /><br />Something else that baffles me is why the dingbat-of-a-series creator, Allison M. Gibson, decided to set the series in where I live 25 miles away from; Houston, Texas! Reba McEntire isn't even from this state, she's an Oklahoman! Why is it during one season or more they decided to make the incidental music sound like a pig snorting? What I mean by that is where we hear this baritone saxophone being played with drums accompanying it, but the melodies are basically tuneless!",0,1,0.9947454929351807,0.9894909858703613,FP,293
10228,"I'll never understand why when a studio like Universal buys a musical it then butchers it when bringing it to screen. My first thought when seeing Ava Gardner and Robert Walker were starring I would be seeing something from MGM which did musicals best at that time. Boy was I wrong and disappointed.<br /><br />One Touch Of Venus which starred Mary Martin, Kenny Baker, and John Boles on Broadway ran for 567 performances in the 1943-1945 season and Gardner, Walker, and Tom Conway play the roles that Martin, Baker, and Boles did on stage. The Kurt Weill-Ogden Nash musical with book by Nash and S.J. Perelman was a comeback vehicle for Mary Martin who reestablished herself as the Queen of Broadway after a disappointing venture in Hollywood. <br /><br />Look at the names that went into this show. Given who was responsible for the book I expected to see some sparkling wit in this production. Instead I got a rather pedestrian screenplay, it was like all the wit was drained out of it. Doing her best to make up for it is Eve Arden playing her usual girl Friday role with Tom Conway, but it's even too much for Eve.<br /><br />The story concerns department store window dresser Robert Walker who kisses a very valuable statue of Venus who springs to life in the person of Ava Gardner. Of course when the statue goes missing, Conway yells for the law and is suspicious of Walker, the last person to be with the statue. <br /><br />The rest of the film is Walker dealing with Gardner and what will happen to both of them. For reasons I don't understand, Ava was of course dubbed by Eileen Wilson and Walker sings only a couple of lines. The singing is carried by Dick Haymes and Olga San Juan playing Walker's friends and coworkers. Of course on Broadway the songs were done by singers Mary Martin and Kenny Baker. You would kind of think that Haymes would be playing Walker's role at least. It was awkward to say the least.<br /><br />Only three songs survived from the score, Don't Look Now, But My Heart Is Showing, That's Him, and the incomparable Speak Low. Haymes's silken baritone is shown to best advantage in Speak Low which was sung as a duet by Martin and Baker on Broadway. For some reason the lyrics of one of the greatest men of verse of the last century, Ogden Nash, were done over by Ann Ronnell. I suspect the infamous Code was at work here.<br /><br />In Lee Server's biography of Ava Gardner he makes mention of a brief fling Ava had with Robert Walker when she had had a spat with her current man, Howard Duff. When Duff and Gardner reunited, Walker took it badly and didn't speak at all to Gardner off camera. I'm sure the fact that both of them were not in their best work didn't help matters either.<br /><br />Hopefully some repertoire company will do One Touch Of Venus and you'll get to see it the way, Weill, Nash, and Perelman wrote it.",0,1,0.8785318732261658,0.7570637464523315,FP,503
10240,"This one and the one prior ""Toulon's Revenge"" and the next one seem to be completely different from the first two movies where the puppets were not so nice. It is basically choose your series, the first two go together and paint the puppets as killers, while the next three are a series of them being the good guys. This one plays out to much like some cheesy television series episode to be as good as part three was and I never really had the urge to try and watch part five of the series. Basically, a kid gets the puppets while some strange dark lord or something sends his evil puppets out to kill, this dark lord looks like some sort of enemy from one of those live action Japanese shows like Ultraman. The movie is over before you know it though so it has to get credit for not inflicting you with a very painful to watch movie. Just to many plot holes and things in it for it to be considered an okay movie. You do get to see the guy who played Toulon in the last movie though then you have a very anti-climatic battle and wham the movie is over before it really begins.",0,1,0.5331477522850037,0.06629550457000732,FP,209
10252,"There is something about this show that keeps me watching and hoping for the future of it. In the writing, the jokes are few and far between, and the story lines are a bore, so I figure it must be the physical comedy and the visuals.<br /><br />I do enjoy the camera movement, set dressing, and wardrobe. It's amusingly highly contrasted against the dullness that reigns. And I'm pretty sure every time I have laughed it was because of John or Molly's physical comedy. The two of them make a sickeningly cute couple that make me laugh and want to puke at the same time.<br /><br />So here I go ready to sit down to Kath & Kim one more time tonight to see what path this production will go down (or up as the case may be, looking forward positively).",0,1,0.5701223611831665,0.140244722366333,FP,136
10253,"Me being from Australia and loving the series, I wasn't expecting much from the American version of Kath and Kim but I thought I'd watch the first episode to see if it was really that bad.<br /><br />Well,whats there to say. Its nothing special.Selma Blair is OK as Kim and actually had a few good lines, Molly Shannon is not a good Kath though. The good thing about Jane Turner's Kath is that when she speaks with all her funny accents (such as when she says Yumor or Noice) it sounds like its just the natural way that she speaks, but when Shannon has a go at the accent, its clear that she is acting and trying to be the same as Turner. And the show really misses Sharon or some one else to give us something to laugh about, because the Kal and Craig characters in this version are really not funny.<br /><br />So far only the first episode has aired and it is clearly not up to the standards of the Aussie version, although if it was a stand alone television show with a different name, not being compared to the Aussie version it would perhaps be viewed as being a little bit better. But if there is nothing else to do on a Sunday night (or Thursday night in America) then you cant do much harm in watching it, or better put on some of the Aussie version if you've got it.",0,1,0.6689199805259705,0.3378399610519409,FP,241
10257,"The original Australian Kath & Kim is brilliant. Why do American producers need to remake & ruin yet another classic show? Remember the original version of ""The Office"" with Ricky Gervais, It was an absolute masterpiece, and there was no need to remake it. The producers said that the British humour from ""The Office"" and the Australian humour from ""Kath & Kim"" would not translate to an American audience......... WHAT??? So basically they are saying that Americans are too dumb and stupid to understand the jokes, so they need to remake the shows with over-the-top childish gags, so that the Americans can understand the humour. The original Australian version of Kath & Kim is fantastic and very funny. Avoid the American version like the plague!!",0,1,0.5691043734550476,0.13820874691009521,FP,121
10263,"Corben Bernsen directed horror film about a chemical weapon being released in a sporting event and turning everyone in to insane monsters. We watch as the staff at a radio station takes reports.<br /><br />Its has moments but mostly it plays like a Lifetime horror movie with breasts and blood. There are some really good ideas here, but they just don't work. Actually the film's ideas are better handled in a film called Pontypool which pretty much works all the way through and builds tension by not showing us anything. This shows us stuff and it just seems cheap. Given the choice I'd watch Pontypool again rather than watch this film again.",0,1,0.5336349010467529,0.06726980209350586,FP,110
10264,"Stealing is a crime, and these guys, Kenny Yakkel and Corbin Bernsen look like their going to get away with it. I haven't even seen this film, but not only do i know it sucks, but the fact that it steals the story of another film, or 2 films for that matter, is such bull crap (and if IMDb would allow profanity much more than just bull crap) that I become filled with rage and feel as though I should just throw myself out the window and just end it all. O.k that's a little much but stealing is worse.<br /><br />Ever seen Pontypool? It was this awesome little zombie film made in 2008, this radio host goes into work, and then this zombie attack happens. We only see what's going on inside the radio station, and the only guess we have on what's happening on the outside are the occasional calls from their eye in the sky Ken Loney (easily the funniest moment in the film in my mind) and the BBC calling in for an update on the situation. From all the reviews I've read, and from the conversation I had with my friend (who has seen this film and Pontypool) this film was exactly like it in the story, with minor tweaks here and there. So throw originality and creativity out the window. As for the Zombies, or the infected, whatever you want to call them. They are the exact same thing, just because they got infected does not change the fact that they walk around mindlessly, and have a never ending quench for flesh. They are Zombies. ZOMBIES!!<br /><br />ZOMBIES!!! Okay one to many, but back to this crappy movie. The Zombies from what I've heard are a lot like the ones in 28 Days Later, another better movie, with their insane rage and even more insane quench of flesh. This is where Zombie movies define themselves, story does not matter in a zombie movie (as long as your not taking the idea of another film). Sure a zombie movie can be enhanced by the story, as is the case with Pontypool, but the zombies have to be, in a way, original. 28 Days Later started the insane raging Zombie. Pontypool I can't even begin to explain those guys without ruining the film. The Evil Dead, I think all i have to do is just type the name again because, come on it's The Evil Dead. Romero is the master, and he went through all different types of zombies, from the painted face zombies in Dawn of the Dead to raging zombies in Diary of the Dead, and he did each one with his own unique style.<br /><br />So, after talking about other great zombie movies, I think it's about time I explain why I hate this movie without even seeing it. This movie down right steals the original story outline to Pontypool which i think is called plagiarism and is illegal in this country and many people get kicked out of school for doing this very thing, yet in Hollywood it's allowed, and apparently approved of. This is not the only film that takes the outline of another movie, and just tries to tell it differently. The 90's is like the worst period for movies ever, sure it had some gems but what decade doesn't, and it's because all the movies were the exact same. My favorite, the crime movie with a twist so big that you'll never guess it till the very end. They force feed you one suspect, make it seem impossible that it's not anybody else but him, then, bam, all this time it was this guy, you just had to look at the scenes where he wasn't there and then when he would mysteriously show up out of the blue, say ""hey guys, what did i miss?"" OH! DIDN'T SEE THAT COMING DID YA! Well, I'll leave a cliché as my closing statement. This is one film you'll surely want to miss.",0,1,0.5462545156478882,0.09250903129577637,FP,661
10267,"I am currently 22 years old, and remember seeing this movie in the theatres when it first came out. You heard me right, I was 5 years old, and yet I can still distinctly remember what I saw that afternoon so many years ago. Was it a mystical trip through the fantastic world of Mark Twain's creativity?... No, on the other hand, it was a quite creepy film about Mark Twain's dark, depressed, and in fact suicidal side. One scene that still bothers me was a particularly strange scene in which Mark Twain is playing the organ at his own funeral.<br /><br />Would an adult enjoy this film? Well, this movie quite possibly features some interesting viewpoints that a person with a working knowledge of Mark Twain's writing might enjoy; but trust me on this, ""Adventures"" is NOT the film you want to use to introduce your young children to Mark Twain.",0,1,0.9597787261009216,0.9195574522018433,FP,148
10300,"I love this show. I watched every episode last year. I bought the DVDs. And I tune into to watch tonight and I see for some reason you have retooled this great show. And you have taken what made it work and ruined it. You took one of the best aspects of the show away which was the 4 friends. Sam, Sully, Lizzy and Piper. I love the other characters as well, but they are good in small dozes like Derek, Darcy and even Sully. It is like the show lost some of its family and everyone else is trying to hard to fill in. It is overdose. While things are funny in small dozes when you are exposed to it all the time it goes from funny to annoying. I was so looking forward to the return of this show. So please bring back the charm. Even if you could not fit Piper into the show at least bring Lizzy back. But I loved those girls. They brought the fun. The show was about Sam trying to live his business life and handle his personal life and friends as well. That was the charm. And that great dog as well.<br /><br />I hope the network (FOX) forced the writers to do this and the writers did not willingly do this to the show. I will give the show a couple more episodes before I give up, but tonight's episodes were bad. I made a big deal out of the show returning tonight and had people over and I felt like a fool, because no one was laughing except 2-3 times. I apologized to them and said I don't know what happened. And about 10 minutes into the episode I realized they were not going to show Piper or Lizzy and this was no longer a must see TV comedy.",0,1,0.9833208322525024,0.9666416645050049,FP,305
10302,"The first season was great - good mix of the job and the brother and friends at home. it was actually a pretty funny show.<br /><br />Now it shows up again and the brother and the two hot chicks are gone -- and the whole thing revolves around the airline company. Even the old man who runs the company has gone downhill - way too over the top, where before it was perfect.<br /><br />That and no more Sarah Mason - one of the best looking girls in Hollywood.<br /><br />This is what happens when you let some execs get their hands on a show. You can almost see the meeting ""the old man is funny, lets focus on him, make him way over the top and make it all about the airline.. it'll be a nutty version of the office!"" Anyhow, no hot chicks, no watch.",0,1,0.9313422441482544,0.8626844882965088,FP,137
10311,"Sorry for all you guys that are not family with the Lynches.<br /><br />My sister in law asked me how you can make just a disturbing movie. I told her that if the daughter and her father would not do these movie, they would have instead to go around and kill and cut people in pieces.<br /><br />After every Lnych movie I tell myself, again one and a half hour lost of my life. But next time I will check the director's or producers name.<br /><br />So, you don't want to be angry at yourself and loose time, don't watch it. But if you think that you need to kill someone, watch it, this is probably a better medicine than to spend your whole life in a prison for mentally insane.",0,1,0.6425999999046326,0.28519999980926514,FP,125
10312,"The film's executive producer is none other than that messenger of peace thru transcendental meditation, David Lynch, the director's father. I wonder what David's guru, His Holiness Maharishi Mahesh Yogi, would have thought of this production. The hypocrisy here is as repugnant as is the film itself. It's a safe bet that Samuel L. Dieteman, Phoenix serial killer and devotee of recreational violence, would have loved every minute of it.<br /><br />I doubt if many would fault this film for its cinematic craft; on that level it's quite good. But on a moral level, it's the most disheartening movie I've ever seen.<br /><br />SPOILER COMING<br /><br />I guess it's the phoniness of the thing that saddens me the most. Morally-numb Generation Xers learn a craft and a little post-modern aesthetic theory at art school or film school and then get involved in the arts-and-entertainment industry; and here's the result: a film which wallows in human suffering, injustice and carnage, much of which is witnessed by a nine-year old who sees her entire family brutally murdered by a couple of recreational-violence killers who, at the end, ride off into the sunset.<br /><br />NO MORE SPOILERS COMING<br /><br />For whom are films like this produced? Narurally, sadists are going to adore this - why wouldn't they? But who else? As I noted above, there's some really good film craft here, but good craft can be applied to any subject matter. Why apply it to stuff like this? Also, the movie is very suspenseful, but that's not because of the graphicness & grossness of the violence; it's suspenseful because it's well-directed & well-acted. I'm sure the ghost of Alfred Hitchcock could explain this much better than I can.<br /><br />So what has been put before us here? And above all, why? <br /><br />Yes, our world can be an ugly, dirty, even evil place, but shouldn't we dissent when an ""artist"" makes it her/his business to rub our faces in it? Or worse still, to stick it in the faces of those nine-year olds who will, one way or another, end up seeing this on home DVD? <br /><br />I hope that people will see to it that this film is not seen by their kids. Yeah, I know - dream on, bernon...",0,1,0.6715828776359558,0.3431657552719116,FP,360
10315,"Significant Spoilers! <br /><br />This is a sick, disturbing movie... just like the sick, twisted director, Jennifer Chambers Lynch who also wrote it. I don't even know why I gave this movie a rating of 2. It is not the fault of the actors for sure. The cast certainly portrayed their roles well. It is the way this movie was written and the way the characters were written which was the benchmark of a truly sick mind.<br /><br />I do know that I will never, ever watch another movie which has been written or directed by Jennifer Chambers Lynch. She is a sick, twisted, foul-mouthed, foul-thinking deviant. She looks, speaks and sounds like some biker chick with her brain fried on drugs, who spent 20 years doing hard time. You can clearly see what kind of person she is by watching her on the DVD special features section of ""Surveillance: The Watched are Watching."" You can see and hear her for yourself. She was every bit as bad as I had envisioned from the writing of this movie.<br /><br />I'm not shocked by bad language, although this director certainly talks like a sailor. This goes far beyond simple bad language; worse than any p0rn film. The level of implied sado-violence and perversion she incorporates into every character she writes are of the genre which is even illegal by p0rn standards. This perverse, disturbing thinking is clearly apparent in her own personality and things she says. Another reviewer found the description I was seeking. This is a snuff film.<br /><br />Be sure to listen to her narration on the deleted scenes and alternate ending. This director/writer is truly a sick person. I can't believe anyone would put her in charge of a movie, much less pay her for it. You can be assured that I will never, ever watch another movie she has been affiliated with. In the thousands of movies I have watched and collected, there are only a couple directors and writers which have merited this kind of boycott. She is offensive beyond anyone I have ever seen connected with filming a movie before. There have been some bad directors and writers, but none could compare to her sick, twisted mind.<br /><br />When I saw this movie, which was just one murder rampage after another. Once it got past the hotel murder... then the sick cops shooting at and brutalizing drivers for kicks... the vacation family with the bad parents (who had no business being in the presence of children)... followed by the drug addicts.... the movie then proceeded to the (even more) twisted, deviant serial killers.<br /><br />As I saw the serial killers reveal themselves, I began to wonder what kind of truly sick mind wrote this movie. Those were my actual thoughts as I watched this movie. I fully intended to find out what writer had such a sick mind... because that writer seriously needs to be committed for long-term psychiatric treatment. To my surprise, it turned out to be the director. When I saw and heard what she had to say on the DVD, I realized my assessment of the writer was right on the nose. On the DVD, she was indeed the sick, twisted person I had envisioned writing such a disturbing film.<br /><br />While the little girl, (Stephanie) Ryan Simpkins, truly stole the show... I can't believe that her real-life parents would have tolerated this sick, foul-mouthed, director to be anywhere near their daughter.<br /><br />This movie is disturbing, sick, offensive, twisted and the director-writer needs some serious treatment in a mental facility.<br /><br />As far as the ending of the movie goes... the alternate ending, should have been the outcome of this horrific ordeal. There was no point and no benefit to the film or the story or the flow of the film by the death of the other character. I'm stunned that any studio actually distributed the movie. The trailer was completely misleading. The only reason the movie got the audience it did was due to the clever wordsmithing and creative depiction on the trailer. That trailer is not representative of the movie you will see.<br /><br />Other than the child... every character in this movie was a sick, murderous, twisted, perverse, violent sex freak and their characters are mirrored the mind of the writer-director who created them. But if you watch it carefully, even the parents of the vacationing family; the sick cops taking pot shots; the serial killers posing in alternate roles; cops in the station; and even the station dispatcher... every single one of these character roles incorporated a sexually, twisted, violent pervert. I'm not too sure about some of the actors after watching them talk about the filming of the movie and the Canadian town in the Special Features section of the DVD.<br /><br />This writer-director has such a personal mental deviation that no matter what she writes, every character role contains those same carbon copy stamps. The only character which did not have these deviant tendencies was the child. Watch closely and you will see this in every character. Then listen to the director-writer talk on the DVD Special Features section and you will understand what I'm telling you about her mental state and psychological issues. She wouldn't be tolerated in too many decent homes if she were not from a Hollywood film making family.<br /><br />Fortunately, Jennifer Chambers Lynch does not have much of a filmography... less than a handful of things. Since she carbon copies those disturbing traits in all of her character roles, I don't think we'll have to see many movies written or directed by her unless her dad, director David Lynch helps her out. I'd recommend staying away from any movie she is involved with... and I'm not too sure her dad's films would be any better.<br /><br />Do yourself a favor. Avoid anything written or directed by Jennifer Chambers Lynch.",0,1,0.8631353378295898,0.7262706756591797,FP,961
10318,"This is a snuff movie. I'm shocked it is even considered to be in the IMDb library. And, Bill, Julia, and all other ""professional"" actors involved should be ashamed to be part of this sick flick. I thought I was going to view a somewhat classic horror film with a creative end that writers like to invent....that usually make no sense when writing a horror film, but as a viewer, we try to rationalize and understand. This ending was not creative. It was sick and has all the earmarks of a snuff movie. I am shocked it was edited to this ending, and more shocked that it will be out for distribution by the end of June 2009. It should not be shown in a theater. It is harmful to innocent minds on many levels....watch the movie, the ending, and you will understand this statement. Plus, included in the plot is a sweet little girl ""not yet 9"" her character says. She is not in the snuff ending, but she is an integral part of the movie. Why do directors feel they need to shock with a sick flick in order to get recognition? The director is in the wrong line of work if she thinks this is an art film.",0,1,0.9775652885437012,0.9551305770874023,FP,209
